name,url,description,job_levels,languages,assessment_length,downloads,remote_testing,adaptive_irt,test_types
Workplace Administration Skills (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-administration-skills-new/,"Multi-choice test that measures the ability to organize one's workplace, properly maintain data, perform simple tasks on the computer and resolve administrative issues.","Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 12,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Workplace Administration Skills (New).pdf'}]",TRUE,FALSE,K
Workplace Health and Safety (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-health-and-safety-new/,"Multi-choice test that measures the knowledge of first aid, emergency safety measures, cleanliness and personal hygiene.","Entry-Level, Graduate, Manager, Supervisor, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Workplace Health and Safety (New).pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Workplace Health and Safety (New) Sample Candidate.pdf'}]",TRUE,FALSE,K
WriteX - Email Writing (Customer Service) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-customer-service-new/,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 15,"[{'name': 'Product Flyer', 'url': 'https://service.shl.com/docs/Language Assessment Flyer.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/WriteX - Email Writing (CustomerService) Sample Report.pdf'}, {'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/WriteX - Email Writing (Customer Service).pdf'}]",TRUE,FALSE,S
WriteX - Email Writing (Managerial) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-managerial-new/,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 15,"[{'name': 'Product Flyer', 'url': 'https://service.shl.com/docs/Language Assessment Flyer.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/WriteX - Email Writing (Managerial).pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/WriteX - Email Writing (Managerial) Sample Report.pdf'}]",TRUE,FALSE,S
WriteX - Email Writing (Sales) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-sales-new/,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 15,"[{'name': 'Product Flyer', 'url': 'https://service.shl.com/docs/Language Assessment Flyer.pdf'}, {'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/WriteX - Email Writing (Sales).pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/WriteX - Email Writing (Sales) Sample Report.pdf'}]",TRUE,FALSE,"B, S"
Written English v1,https://www.shl.com/solutions/products/product-catalog/view/written-english-v1/,"The Written English test measures knowledge of US English grammar and English reading comprehension. It is designed for those with English as a second language and covers the following topics: Articles, Comparisons, Conjunctions, General Questions, Misused Words, Nouns, Parallel Structure, Prepositions, Pronouns, Specific Questions, and Verbs.","Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,","English (USA), English International,",Approximate Completion Time in minutes = 30,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact_Sheet-Written_English_US.pdf'}]",TRUE,TRUE,K
Written Spanish,https://www.shl.com/solutions/products/product-catalog/view/written-spanish/,"This test measures knowledge of Spanish grammar and Spanish reading comprehension skills. Designed primarily for individuals where Spanish is their second language, this test covers the following topics: Adjectives, Adverbs, Conjunctions, Nouns, Prepositions, Pronouns, Verbs, and Reading Comprehension.","Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,","Latin American Spanish,",Approximate Completion Time in minutes = 22,[],TRUE,TRUE,K
Zabbix (New),https://www.shl.com/solutions/products/product-catalog/view/zabbix-new/,"Multi-choice test that measures the knowledge of Zabbix architecture, data handling, monitoring and administration.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Zabbix (New).pdf'}]",TRUE,FALSE,K
360 Digital Report,https://www.shl.com/solutions/products/product-catalog/view/360-digital-report/,"Introducing the new 360 Digital Report from SHL! Our latest offering revolutionizes the reporting experience for our 360 products, catering to the modern user's needs for enhanced usability and actionable insights. With a sleek, interactive interface, this report provides a exploration of feedback data, focusing on user development and comprehensive evaluation. Users can now enjoy a visually engaging experience, with the capability to download the report in PDF format for offline access. Upgrade your reporting experience today with SHL's innovative 360 Digital Report!","Director, Manager, Entry-Level, Executive, Front Line Manager, General Population, Graduate,",,,"[{'name': 'Sample Report (Participant)', 'url': 'https://service.shl.com/docs/SHL 360 Participant Digital Report.pdf'}, {'name': 'Sample Report (Manager)', 'url': 'https://service.shl.com/docs/SHL 360 Manager Digital Report.pdf'}, {'name': 'Participant Sample Report with OPQ', 'url': 'https://service.shl.com/docs/SHL 360 Participant Digital Report with OPQ.pdf'}, {'name': 'Participant Sample Report with OPQ (High)', 'url': 'https://service.shl.com/docs/SHL 360 Participant Digital Report Enterprise Leadership with OPQ High.pdf'}, {'name': 'Participant Sample Report with OPQ (Low)', 'url': 'https://service.shl.com/docs/SHL 360 Participant Digital Report Enterprise Leadership with OPQ Low.pdf'}]",TRUE,FALSE,D
360° Multi-Rater Feedback System (MFS),https://www.shl.com/solutions/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,"SHL 360, or the Multi-Rater Feedback System (‘MFS’), provides a holistic 360-degree view of an employee by gathering feedback from the employee’s manager, peers, direct reports, and/or other raters.  By offering a wide range of perspectives, 360 feedback gives employees a more thorough understanding of not only their strengths, weaknesses, and development opportunities, but also their impact on others.  360-degree multi-rater assessments are based on SHL’s Universal Competency Framework (“UCF”), using our proven library of research-driven competencies to provide opportunities for managers, peers, and direct reports to supply useful developmental feedback that they may not otherwise share.  SHL can also offer support and training throughout the entire process, from defining objectives through interpreting and delivering the feedback.  360 feedback serves all levels and industries and is a positive and powerful addition to your performance management system.","Director, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","Latin American Spanish, Romanian, French (Canada), Czech, Hungarian, Indonesian, Turkish, Serbian, Portuguese (Brazil), Chinese Traditional, Slovak, Thai, English International, Dutch, French, German, Italian, Portuguese, Spanish, Danish, Finnish, Norwegian, Swedish, English (USA), Russian, Chinese Simplified, Icelandic, Polish, Japanese, Korean,",Approximate Completion Time in minutes = Untimed,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet 360 MFS.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet 360 MFS Simplified Chinese.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet 360 MFS - Danish.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet 360 MFS - Dutch.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet 360 MFS - Finnish.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet 360 MFS - French.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet 360 MFS - German.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet 360 MFS - Italian.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet 360 MFS - Norwegian.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet 360 MFS - Swedish.pdf'}]",TRUE,FALSE,"D, P"
Administrative Professional - Short Form,https://www.shl.com/solutions/products/product-catalog/view/administrative-professional-short-form/,"The Administrative Professional solution is for entry to mid-level positions that involve routine clerical and administrative functions in addition to office management functions and customer service. Sample tasks for this job include, but are not limited to: arranging conference calls; drafting correspondence; scheduling meetings; greeting visitors; coordinating office activities. Potential job titles that use this solution are: Administrative Assistant, Secretary, Office Manager, Administrative Aide, and Administrative Associate.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 36,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Administrative Professional One Sitting_USE.pdf'}]",TRUE,TRUE,"A, K, P"
Agency Manager Solution,https://www.shl.com/solutions/products/product-catalog/view/agency-manager-solution/,"The Agency Manager solution is for mid-level sales management positions that include front line management and sales responsibilities. Sample tasks for this job include, but are not limited to: directing and coordinating financial activities of workers in a branch, office, or department of an establishment, such as branch bank, brokerage firm, risk and insurance department, or credit department.  Potential job titles that use this solution are: Agency Manager, Brokerage Manager. Multiple configurations of this solution are available.","Front Line Manager, Manager, Supervisor,","English (USA),",Approximate Completion Time in minutes = 51,"[{'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Fact Sheet_ Agency Manager Solution One Sitting_USE.pdf'}]",TRUE,TRUE,"A, B, P, S"
Apprentice + 8.0 Job Focused Assessment,https://www.shl.com/solutions/products/product-catalog/view/apprentice-8-0-job-focused-assessment-4261/,"The Apprentice + 8.0 Job-Focused Assessment is a short, targeted, globally applicable assessment which includes a short cognitive ability measure. This assessment is designed for entry-level positions appropriate for countries and industries that use an apprenticeship model. It is intended to be used multi-nationally for organisations whose business spans across regions.","General Population, Graduate, Entry-Level,","English International, German,",Approximate Completion Time in minutes = 30,"[{'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Apprentice %2B8.0 - Detailed Sample Report (English - Aug 2023).pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Apprentice %2B8.0 - Candidate Sample Report (English - Aug 2023).pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Apprentice %2B8.0 - Interview Sample Report (English - Aug 2023).pdf'}, {'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Apprentice %2B8.0 JFA Product Fact Sheet.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Apprentice %2B8.0 - Candidate Sample Report (German - Aug 2023).pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Apprentice %2B8.0 - Interview Sample Report (German - Aug 2023).pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Apprentice %2B8.0 - Detailed Sample Report (German - Aug 2023).pdf'}]",TRUE,FALSE,"B, P"
